enzyme,time_min,sample_row,well_number,plate_well,absorbance,blank_absorbance,corrected_absorbance
BChE,15.986,H,3,H:3,2.45,1.08,1.37
BChE,16.986,H,3,H:3,2.48,1.08,1.4
BChE,17.986,H,3,H:3,2.5,1.08,1.42
BChE,18.987,H,3,H:3,2.53,1.07,1.4599999999999997
BChE,0.0,H,4,H:4,1.19,1.1,0.08999999999999986
BChE,0.981,H,4,H:4,1.21,1.09,0.11999999999999988
BChE,1.982,H,4,H:4,1.23,1.09,0.1399999999999999
BChE,2.981,H,4,H:4,1.26,1.08,0.17999999999999994
BChE,3.982,H,4,H:4,1.28,1.08,0.19999999999999996
BChE,4.981,H,4,H:4,1.31,1.08,0.22999999999999998
BChE,5.982,H,4,H:4,1.34,1.08,0.26
BChE,6.982,H,4,H:4,1.37,1.08,0.29000000000000004
BChE,7.982,H,4,H:4,1.4,1.08,0.31999999999999984
BChE,8.982,H,4,H:4,1.42,1.09,0.32999999999999985
BChE,9.982,H,4,H:4,1.45,1.09,0.3599999999999999
BChE,10.984,H,4,H:4,1.48,1.09,0.3899999999999999
BChE,11.984,H,4,H:4,1.51,1.08,0.42999999999999994
BChE,12.984,H,4,H:4,1.54,1.09,0.44999999999999996
BChE,13.985,H,4,H:4,1.57,1.08,0.49
BChE,14.985,H,4,H:4,1.6,1.08,0.52
BChE,15.986,H,4,H:4,1.62,1.08,0.54
BChE,16.986,H,4,H:4,1.65,1.08,0.5699999999999998
BChE,17.986,H,4,H:4,1.68,1.08,0.5999999999999999
BChE,18.987,H,4,H:4,1.71,1.07,0.6399999999999999
BChE,0.0,H,5,H:5,1.14,1.1,0.039999999999999813
BChE,0.981,H,5,H:5,1.16,1.09,0.06999999999999984
BChE,1.982,H,5,H:5,1.2,1.09,0.10999999999999988
BChE,2.981,H,5,H:5,1.22,1.08,0.1399999999999999
BChE,3.982,H,5,H:5,1.26,1.08,0.17999999999999994
BChE,4.981,H,5,H:5,1.28,1.08,0.19999999999999996
BChE,5.982,H,5,H:5,1.31,1.08,0.22999999999999998
BChE,6.982,H,5,H:5,1.34,1.08,0.26
BChE,7.982,H,5,H:5,1.37,1.08,0.29000000000000004
BChE,8.982,H,5,H:5,1.4,1.09,0.30999999999999983
BChE,9.982,H,5,H:5,1.44,1.09,0.34999999999999987
BChE,10.984,H,5,H:5,1.47,1.09,0.3799999999999999
BChE,11.984,H,5,H:5,1.5,1.08,0.41999999999999993
BChE,12.984,H,5,H:5,1.53,1.09,0.43999999999999995
BChE,13.985,H,5,H:5,1.56,1.08,0.48
BChE,14.985,H,5,H:5,1.59,1.08,0.51
BChE,15.986,H,5,H:5,1.63,1.08,0.5499999999999998
BChE,16.986,H,5,H:5,1.65,1.08,0.5699999999999998
BChE,17.986,H,5,H:5,1.68,1.08,0.5999999999999999
BChE,18.987,H,5,H:5,1.71,1.07,0.6399999999999999
BChE,0.0,H,6,H:6,1.22,1.1,0.11999999999999988
BChE,0.981,H,6,H:6,1.24,1.09,0.1499999999999999
BChE,1.982,H,6,H:6,1.28,1.09,0.18999999999999995
BChE,2.981,H,6,H:6,1.3,1.08,0.21999999999999997
BChE,3.982,H,6,H:6,1.35,1.08,0.27
BChE,4.981,H,6,H:6,1.39,1.08,0.30999999999999983
BChE,5.982,H,6,H:6,1.43,1.08,0.34999999999999987
BChE,6.982,H,6,H:6,1.46,1.08,0.3799999999999999
BChE,7.982,H,6,H:6,1.49,1.08,0.4099999999999999
BChE,8.982,H,6,H:6,1.53,1.09,0.43999999999999995
BChE,9.982,H,6,H:6,1.57,1.09,0.48
BChE,10.984,H,6,H:6,1.61,1.09,0.52
BChE,11.984,H,6,H:6,1.65,1.08,0.5699999999999998
BChE,12.984,H,6,H:6,1.69,1.09,0.5999999999999999
BChE,13.985,H,6,H:6,1.73,1.08,0.6499999999999999
BChE,14.985,H,6,H:6,1.77,1.08,0.69
BChE,15.986,H,6,H:6,1.81,1.08,0.73
BChE,16.986,H,6,H:6,1.85,1.08,0.77
BChE,17.986,H,6,H:6,1.9,1.08,0.8199999999999998
BChE,18.987,H,6,H:6,1.93,1.07,0.8599999999999999
BChE,0.0,H,7,H:7,1.19,1.1,0.08999999999999986
BChE,0.981,H,7,H:7,1.21,1.09,0.11999999999999988
BChE,1.982,H,7,H:7,1.25,1.09,0.15999999999999992
BChE,2.981,H,7,H:7,1.27,1.08,0.18999999999999995
BChE,3.982,H,7,H:7,1.3,1.08,0.21999999999999997
BChE,4.981,H,7,H:7,1.33,1.08,0.25
BChE,5.982,H,7,H:7,1.36,1.08,0.28
BChE,6.982,H,7,H:7,1.39,1.08,0.30999999999999983
BChE,7.982,H,7,H:7,1.42,1.08,0.33999999999999986
BChE,8.982,H,7,H:7,1.45,1.09,0.3599999999999999
BChE,9.982,H,7,H:7,1.49,1.09,0.3999999999999999
BChE,10.984,H,7,H:7,1.53,1.09,0.43999999999999995
BChE,11.984,H,7,H:7,1.56,1.08,0.48
BChE,12.984,H,7,H:7,1.59,1.09,0.5
BChE,13.985,H,7,H:7,1.63,1.08,0.5499999999999998
BChE,14.985,H,7,H:7,1.66,1.08,0.5799999999999998
BChE,15.986,H,7,H:7,1.69,1.08,0.6099999999999999
BChE,16.986,H,7,H:7,1.73,1.08,0.6499999999999999
BChE,17.986,H,7,H:7,1.76,1.08,0.6799999999999999
BChE,18.987,H,7,H:7,1.79,1.07,0.72
BChE,0.0,H,8,H:8,1.19,1.1,0.08999999999999986
BChE,0.981,H,8,H:8,1.22,1.09,0.1299999999999999
BChE,1.982,H,8,H:8,1.25,1.09,0.15999999999999992
BChE,2.981,H,8,H:8,1.27,1.08,0.18999999999999995
BChE,3.982,H,8,H:8,1.29,1.08,0.20999999999999996
BChE,4.981,H,8,H:8,1.32,1.08,0.24
BChE,5.982,H,8,H:8,1.35,1.08,0.27
BChE,6.982,H,8,H:8,1.38,1.08,0.2999999999999998
BChE,7.982,H,8,H:8,1.41,1.08,0.32999999999999985
BChE,8.982,H,8,H:8,1.44,1.09,0.34999999999999987
BChE,9.982,H,8,H:8,1.48,1.09,0.3899999999999999
BChE,10.984,H,8,H:8,1.51,1.09,0.41999999999999993
BChE,11.984,H,8,H:8,1.54,1.08,0.45999999999999996
BChE,12.984,H,8,H:8,1.57,1.09,0.48
BChE,13.985,H,8,H:8,1.61,1.08,0.53
BChE,14.985,H,8,H:8,1.64,1.08,0.5599999999999998
BChE,15.986,H,8,H:8,1.67,1.08,0.5899999999999999
BChE,16.986,H,8,H:8,1.7,1.08,0.6199999999999999
BChE,17.986,H,8,H:8,1.73,1.08,0.6499999999999999
BChE,18.987,H,8,H:8,1.76,1.07,0.69
BChE,0.0,H,9,H:9,1.17,1.1,0.06999999999999984
BChE,0.981,H,9,H:9,1.19,1.09,0.09999999999999987
BChE,1.982,H,9,H:9,1.22,1.09,0.1299999999999999
BChE,2.981,H,9,H:9,1.25,1.08,0.16999999999999993
BChE,3.982,H,9,H:9,1.26,1.08,0.17999999999999994
BChE,4.981,H,9,H:9,1.3,1.08,0.21999999999999997
BChE,5.982,H,9,H:9,1.32,1.08,0.24
BChE,6.982,H,9,H:9,1.35,1.08,0.27
BChE,7.982,H,9,H:9,1.38,1.08,0.2999999999999998
BChE,8.982,H,9,H:9,1.4,1.09,0.30999999999999983
BChE,9.982,H,9,H:9,1.44,1.09,0.34999999999999987
BChE,10.984,H,9,H:9,1.46,1.09,0.3699999999999999
BChE,11.984,H,9,H:9,1.5,1.08,0.41999999999999993
BChE,12.984,H,9,H:9,1.52,1.09,0.42999999999999994
BChE,13.985,H,9,H:9,1.55,1.08,0.47
BChE,14.985,H,9,H:9,1.58,1.08,0.5
BChE,15.986,H,9,H:9,1.6,1.08,0.52
BChE,16.986,H,9,H:9,1.63,1.08,0.5499999999999998
BChE,17.986,H,9,H:9,1.66,1.08,0.5799999999999998
BChE,18.987,H,9,H:9,1.68,1.07,0.6099999999999999
BChE,0.0,H,10,H:10,1.17,1.1,0.06999999999999984
BChE,0.981,H,10,H:10,1.2,1.09,0.10999999999999988
BChE,1.982,H,10,H:10,1.23,1.09,0.1399999999999999
BChE,2.981,H,10,H:10,1.25,1.08,0.16999999999999993
BChE,3.982,H,10,H:10,1.28,1.08,0.19999999999999996
BChE,4.981,H,10,H:10,1.31,1.08,0.22999999999999998
BChE,5.982,H,10,H:10,1.35,1.08,0.27
BChE,6.982,H,10,H:10,1.37,1.08,0.29000000000000004
BChE,7.982,H,10,H:10,1.41,1.08,0.32999999999999985
BChE,8.982,H,10,H:10,1.44,1.09,0.34999999999999987
BChE,9.982,H,10,H:10,1.47,1.09,0.3799999999999999
BChE,10.984,H,10,H:10,1.51,1.09,0.41999999999999993
BChE,11.984,H,10,H:10,1.54,1.08,0.45999999999999996
BChE,12.984,H,10,H:10,1.58,1.09,0.49
BChE,13.985,H,10,H:10,1.61,1.08,0.53
BChE,14.985,H,10,H:10,1.65,1.08,0.5699999999999998
BChE,15.986,H,10,H:10,1.68,1.08,0.5999999999999999
BChE,16.986,H,10,H:10,1.7,1.08,0.6199999999999999
BChE,17.986,H,10,H:10,1.74,1.08,0.6599999999999999
BChE,18.987,H,10,H:10,1.77,1.07,0.7
BChE,0.0,H,11,H:11,1.19,1.1,0.08999999999999986
BChE,0.981,H,11,H:11,1.2,1.09,0.10999999999999988
BChE,1.982,H,11,H:11,1.24,1.09,0.1499999999999999
BChE,2.981,H,11,H:11,1.26,1.08,0.17999999999999994
BChE,3.982,H,11,H:11,1.29,1.08,0.20999999999999996
BChE,4.981,H,11,H:11,1.32,1.08,0.24
BChE,5.982,H,11,H:11,1.35,1.08,0.27
BChE,6.982,H,11,H:11,1.38,1.08,0.2999999999999998
BChE,7.982,H,11,H:11,1.4,1.08,0.31999999999999984
BChE,8.982,H,11,H:11,1.43,1.09,0.33999999999999986
BChE,9.982,H,11,H:11,1.47,1.09,0.3799999999999999
BChE,10.984,H,11,H:11,1.5,1.09,0.4099999999999999
BChE,11.984,H,11,H:11,1.53,1.08,0.44999999999999996
BChE,12.984,H,11,H:11,1.56,1.09,0.47
BChE,13.985,H,11,H:11,1.59,1.08,0.51
BChE,14.985,H,11,H:11,1.62,1.08,0.54
BChE,15.986,H,11,H:11,1.65,1.08,0.5699999999999998
BChE,16.986,H,11,H:11,1.68,1.08,0.5999999999999999
BChE,17.986,H,11,H:11,1.71,1.08,0.6299999999999999
BChE,18.987,H,11,H:11,1.74,1.07,0.6699999999999999
BChE,0.0,H,12,H:12,1.16,1.1,0.05999999999999983
BChE,0.981,H,12,H:12,1.18,1.09,0.08999999999999986
BChE,1.982,H,12,H:12,1.21,1.09,0.11999999999999988
BChE,2.981,H,12,H:12,1.23,1.08,0.1499999999999999
BChE,3.982,H,12,H:12,1.26,1.08,0.17999999999999994
BChE,4.981,H,12,H:12,1.29,1.08,0.20999999999999996
BChE,5.982,H,12,H:12,1.32,1.08,0.24
BChE,6.982,H,12,H:12,1.35,1.08,0.27
BChE,7.982,H,12,H:12,1.37,1.08,0.29000000000000004
BChE,8.982,H,12,H:12,1.4,1.09,0.30999999999999983
BChE,9.982,H,12,H:12,1.43,1.09,0.33999999999999986
BChE,10.984,H,12,H:12,1.46,1.09,0.3699999999999999
BChE,11.984,H,12,H:12,1.49,1.08,0.4099999999999999
BChE,12.984,H,12,H:12,1.52,1.09,0.42999999999999994
BChE,13.985,H,12,H:12,1.55,1.08,0.47
BChE,14.985,H,12,H:12,1.59,1.08,0.51
BChE,15.986,H,12,H:12,1.62,1.08,0.54
BChE,16.986,H,12,H:12,1.65,1.08,0.5699999999999998
BChE,17.986,H,12,H:12,1.68,1.08,0.5999999999999999
BChE,18.987,H,12,H:12,1.7,1.07,0.6299999999999999
