enzyme,sample_row,plate_well,well_number,treatment,time_min,corrected_absorbance
AChE,E,E:9,9,mandarin,18.987,2.66
AChE,E,E:10,10,mandarin,0.0,0.8700000000000001
AChE,E,E:10,10,mandarin,0.98,1.01
AChE,E,E:10,10,mandarin,1.98,1.16
AChE,E,E:10,10,mandarin,2.981,1.3
AChE,E,E:10,10,mandarin,3.982,1.4200000000000002
AChE,E,E:10,10,mandarin,4.98,1.55
AChE,E,E:10,10,mandarin,5.98,1.68
AChE,E,E:10,10,mandarin,6.981,1.8
AChE,E,E:10,10,mandarin,7.982,1.91
AChE,E,E:10,10,mandarin,8.983,2.01
AChE,E,E:10,10,mandarin,9.982,2.09
AChE,E,E:10,10,mandarin,10.983,2.2
AChE,E,E:10,10,mandarin,11.983,2.27
AChE,E,E:10,10,mandarin,12.984,2.34
AChE,E,E:10,10,mandarin,13.985,2.41
AChE,E,E:10,10,mandarin,14.985,2.46
AChE,E,E:10,10,mandarin,15.985,2.5700000000000003
AChE,E,E:10,10,mandarin,16.985,2.5700000000000003
AChE,E,E:10,10,mandarin,17.986,2.68
AChE,E,E:10,10,mandarin,18.987,2.63
AChE,E,E:11,11,mandarin,0.0,1.1400000000000001
AChE,E,E:11,11,mandarin,0.98,1.32
AChE,E,E:11,11,mandarin,1.98,1.5000000000000002
AChE,E,E:11,11,mandarin,2.981,1.6500000000000001
AChE,E,E:11,11,mandarin,3.982,1.8100000000000003
AChE,E,E:11,11,mandarin,4.98,1.95
AChE,E,E:11,11,mandarin,5.98,2.09
AChE,E,E:11,11,mandarin,6.981,2.2300000000000004
AChE,E,E:11,11,mandarin,7.982,2.34
AChE,E,E:11,11,mandarin,8.983,2.4000000000000004
AChE,E,E:11,11,mandarin,9.982,2.49
AChE,E,E:11,11,mandarin,10.983,2.6099999999999994
AChE,E,E:11,11,mandarin,11.983,2.6500000000000004
AChE,E,E:11,11,mandarin,12.984,2.67
AChE,E,E:11,11,mandarin,13.985,2.71
AChE,E,E:11,11,mandarin,14.985,2.73
AChE,E,E:11,11,mandarin,15.985,2.8000000000000003
AChE,E,E:11,11,mandarin,16.985,2.7600000000000002
AChE,E,E:11,11,mandarin,17.986,2.77
AChE,E,E:11,11,mandarin,18.987,2.8200000000000003
AChE,E,E:12,12,mandarin,0.0,0.81
AChE,E,E:12,12,mandarin,0.98,0.95
AChE,E,E:12,12,mandarin,1.98,1.0800000000000003
AChE,E,E:12,12,mandarin,2.981,1.2
AChE,E,E:12,12,mandarin,3.982,1.3300000000000003
AChE,E,E:12,12,mandarin,4.98,1.4600000000000002
AChE,E,E:12,12,mandarin,5.98,1.57
AChE,E,E:12,12,mandarin,6.981,1.6900000000000002
AChE,E,E:12,12,mandarin,7.982,1.8
AChE,E,E:12,12,mandarin,8.983,1.91
AChE,E,E:12,12,mandarin,9.982,2.0
AChE,E,E:12,12,mandarin,10.983,2.0999999999999996
AChE,E,E:12,12,mandarin,11.983,2.16
AChE,E,E:12,12,mandarin,12.984,2.26
AChE,E,E:12,12,mandarin,13.985,2.33
AChE,E,E:12,12,mandarin,14.985,2.38
AChE,E,E:12,12,mandarin,15.985,2.46
AChE,E,E:12,12,mandarin,16.985,2.54
AChE,E,E:12,12,mandarin,17.986,2.58
AChE,E,E:12,12,mandarin,18.987,2.6000000000000005
AChE,F,F:2,2,lemon,0.0,0.8600000000000001
AChE,F,F:2,2,lemon,0.98,0.94
AChE,F,F:2,2,lemon,1.98,1.02
AChE,F,F:2,2,lemon,2.981,1.0999999999999999
AChE,F,F:2,2,lemon,3.982,1.1800000000000002
AChE,F,F:2,2,lemon,4.98,1.2700000000000002
AChE,F,F:2,2,lemon,5.98,1.34
AChE,F,F:2,2,lemon,6.981,1.41
AChE,F,F:2,2,lemon,7.982,1.4900000000000002
AChE,F,F:2,2,lemon,8.983,1.56
AChE,F,F:2,2,lemon,9.982,1.64
AChE,F,F:2,2,lemon,10.983,1.7100000000000002
AChE,F,F:2,2,lemon,11.983,1.7500000000000002
AChE,F,F:2,2,lemon,12.984,1.8200000000000003
AChE,F,F:2,2,lemon,13.985,1.8699999999999999
AChE,F,F:2,2,lemon,14.985,1.9200000000000002
AChE,F,F:2,2,lemon,15.985,2.0
AChE,F,F:2,2,lemon,16.985,2.02
AChE,F,F:2,2,lemon,17.986,2.0700000000000003
AChE,F,F:2,2,lemon,18.987,2.11
AChE,F,F:3,3,lemon,0.0,0.6500000000000001
AChE,F,F:3,3,lemon,0.98,0.7200000000000002
AChE,F,F:3,3,lemon,1.98,0.7999999999999998
AChE,F,F:3,3,lemon,2.981,0.8600000000000001
AChE,F,F:3,3,lemon,3.982,0.9300000000000002
AChE,F,F:3,3,lemon,4.98,1.01
AChE,F,F:3,3,lemon,5.98,1.07
AChE,F,F:3,3,lemon,6.981,1.14
AChE,F,F:3,3,lemon,7.982,1.2000000000000002
AChE,F,F:3,3,lemon,8.983,1.27
AChE,F,F:3,3,lemon,9.982,1.34
AChE,F,F:3,3,lemon,10.983,1.4000000000000001
AChE,F,F:3,3,lemon,11.983,1.45
AChE,F,F:3,3,lemon,12.984,1.52
AChE,F,F:3,3,lemon,13.985,1.5800000000000003
AChE,F,F:3,3,lemon,14.985,1.64
AChE,F,F:3,3,lemon,15.985,1.71
AChE,F,F:3,3,lemon,16.985,1.77
AChE,F,F:3,3,lemon,17.986,1.83
AChE,F,F:3,3,lemon,18.987,1.88
AChE,F,F:4,4,lemon,0.0,-1.117
AChE,F,F:4,4,lemon,0.98,-1.116
AChE,F,F:4,4,lemon,1.98,-1.115
AChE,F,F:4,4,lemon,2.981,-1.1219999999999999
AChE,F,F:4,4,lemon,3.982,-1.116
AChE,F,F:4,4,lemon,4.98,-1.1139999999999999
AChE,F,F:4,4,lemon,5.98,-1.113
AChE,F,F:4,4,lemon,6.981,-1.1179999999999999
AChE,F,F:4,4,lemon,7.982,-1.1059999999999999
AChE,F,F:4,4,lemon,8.983,-1.1159999999999999
AChE,F,F:4,4,lemon,9.982,-1.1059999999999999
AChE,F,F:4,4,lemon,10.983,-1.109
AChE,F,F:4,4,lemon,11.983,-1.115
AChE,F,F:4,4,lemon,12.984,-1.1099999999999999
AChE,F,F:4,4,lemon,13.985,-1.1079999999999999
AChE,F,F:4,4,lemon,14.985,-1.1099999999999999
AChE,F,F:4,4,lemon,15.985,-1.0959999999999999
AChE,F,F:4,4,lemon,16.985,-1.0979999999999999
AChE,F,F:4,4,lemon,17.986,-1.1039999999999999
AChE,F,F:4,4,lemon,18.987,-1.109
AChE,F,F:5,5,lemon,0.0,0.49
AChE,F,F:5,5,lemon,0.98,0.56
AChE,F,F:5,5,lemon,1.98,0.6099999999999999
AChE,F,F:5,5,lemon,2.981,0.6700000000000002
AChE,F,F:5,5,lemon,3.982,0.7200000000000002
AChE,F,F:5,5,lemon,4.98,0.78
AChE,F,F:5,5,lemon,5.98,0.8400000000000001
AChE,F,F:5,5,lemon,6.981,0.8899999999999999
AChE,F,F:5,5,lemon,7.982,0.96
AChE,F,F:5,5,lemon,8.983,1.0
AChE,F,F:5,5,lemon,9.982,1.07
AChE,F,F:5,5,lemon,10.983,1.1199999999999999
AChE,F,F:5,5,lemon,11.983,1.18
AChE,F,F:5,5,lemon,12.984,1.23
AChE,F,F:5,5,lemon,13.985,1.2900000000000003
AChE,F,F:5,5,lemon,14.985,1.3300000000000003
AChE,F,F:5,5,lemon,15.985,1.3900000000000001
AChE,F,F:5,5,lemon,16.985,1.44
AChE,F,F:5,5,lemon,17.986,1.48
AChE,F,F:5,5,lemon,18.987,1.5300000000000002
AChE,F,F:6,6,lemon,0.0,0.6500000000000001
AChE,F,F:6,6,lemon,0.98,0.73
AChE,F,F:6,6,lemon,1.98,0.81
AChE,F,F:6,6,lemon,2.981,0.8800000000000001
AChE,F,F:6,6,lemon,3.982,0.96
AChE,F,F:6,6,lemon,4.98,1.0400000000000003
AChE,F,F:6,6,lemon,5.98,1.11
AChE,F,F:6,6,lemon,6.981,1.1700000000000002
AChE,F,F:6,6,lemon,7.982,1.25
AChE,F,F:6,6,lemon,8.983,1.31
AChE,F,F:6,6,lemon,9.982,1.39
AChE,F,F:6,6,lemon,10.983,1.4400000000000002
AChE,F,F:6,6,lemon,11.983,1.51
AChE,F,F:6,6,lemon,12.984,1.5899999999999999
AChE,F,F:6,6,lemon,13.985,1.6500000000000001
AChE,F,F:6,6,lemon,14.985,1.7
AChE,F,F:6,6,lemon,15.985,1.7800000000000002
AChE,F,F:6,6,lemon,16.985,1.83
AChE,F,F:6,6,lemon,17.986,1.8900000000000001
AChE,F,F:6,6,lemon,18.987,1.9500000000000002
AChE,F,F:7,7,lemon,0.0,0.31000000000000005
AChE,F,F:7,7,lemon,0.98,0.3800000000000001
AChE,F,F:7,7,lemon,1.98,0.44999999999999996
AChE,F,F:7,7,lemon,2.981,0.52
AChE,F,F:7,7,lemon,3.982,0.5899999999999999
AChE,F,F:7,7,lemon,4.98,0.6599999999999999
AChE,F,F:7,7,lemon,5.98,0.7300000000000002
AChE,F,F:7,7,lemon,6.981,0.8
AChE,F,F:7,7,lemon,7.982,0.8700000000000001
AChE,F,F:7,7,lemon,8.983,0.9300000000000002
AChE,F,F:7,7,lemon,9.982,1.0200000000000002
AChE,F,F:7,7,lemon,10.983,1.0799999999999998
AChE,F,F:7,7,lemon,11.983,1.14
AChE,F,F:7,7,lemon,12.984,1.21
AChE,F,F:7,7,lemon,13.985,1.28
AChE,F,F:7,7,lemon,14.985,1.34
AChE,F,F:7,7,lemon,15.985,1.4100000000000001
AChE,F,F:7,7,lemon,16.985,1.4700000000000002
AChE,F,F:7,7,lemon,17.986,1.5300000000000002
AChE,F,F:7,7,lemon,18.987,1.5900000000000003
AChE,F,F:8,8,lemon,0.0,0.8400000000000001
AChE,F,F:8,8,lemon,0.98,0.9300000000000002
AChE,F,F:8,8,lemon,1.98,1.0299999999999998
AChE,F,F:8,8,lemon,2.981,1.1199999999999999
AChE,F,F:8,8,lemon,3.982,1.23
AChE,F,F:8,8,lemon,4.98,1.3299999999999998
AChE,F,F:8,8,lemon,5.98,1.4200000000000002
AChE,F,F:8,8,lemon,6.981,1.5200000000000002
AChE,F,F:8,8,lemon,7.982,1.6099999999999999
AChE,F,F:8,8,lemon,8.983,1.7000000000000002
AChE,F,F:8,8,lemon,9.982,1.8
AChE,F,F:8,8,lemon,10.983,1.8800000000000001
AChE,F,F:8,8,lemon,11.983,1.97
AChE,F,F:8,8,lemon,12.984,2.0500000000000003
AChE,F,F:8,8,lemon,13.985,2.12
AChE,F,F:8,8,lemon,14.985,2.1900000000000004
AChE,F,F:8,8,lemon,15.985,2.2800000000000002
AChE,F,F:8,8,lemon,16.985,2.31
AChE,F,F:8,8,lemon,17.986,2.35
AChE,F,F:8,8,lemon,18.987,2.38
AChE,F,F:9,9,lemon,0.0,0.7300000000000002
AChE,F,F:9,9,lemon,0.98,0.81
AChE,F,F:9,9,lemon,1.98,0.8999999999999999
AChE,F,F:9,9,lemon,2.981,0.9800000000000002
AChE,F,F:9,9,lemon,3.982,1.0699999999999998
AChE,F,F:9,9,lemon,4.98,1.18
AChE,F,F:9,9,lemon,5.98,1.2500000000000002
AChE,F,F:9,9,lemon,6.981,1.3299999999999998
AChE,F,F:9,9,lemon,7.982,1.42
AChE,F,F:9,9,lemon,8.983,1.48
AChE,F,F:9,9,lemon,9.982,1.57
AChE,F,F:9,9,lemon,10.983,1.64
AChE,F,F:9,9,lemon,11.983,1.7
AChE,F,F:9,9,lemon,12.984,1.7800000000000002
AChE,F,F:9,9,lemon,13.985,1.84
AChE,F,F:9,9,lemon,14.985,1.9000000000000001
AChE,F,F:9,9,lemon,15.985,1.98
AChE,F,F:9,9,lemon,16.985,2.0300000000000002
AChE,F,F:9,9,lemon,17.986,2.0700000000000003
AChE,F,F:9,9,lemon,18.987,2.14
AChE,F,F:10,10,lemon,0.0,0.72
AChE,F,F:10,10,lemon,0.98,0.81
AChE,F,F:10,10,lemon,1.98,0.8900000000000001
AChE,F,F:10,10,lemon,2.981,0.97
AChE,F,F:10,10,lemon,3.982,1.0699999999999998
AChE,F,F:10,10,lemon,4.98,1.1500000000000001
AChE,F,F:10,10,lemon,5.98,1.24
AChE,F,F:10,10,lemon,6.981,1.3099999999999998
AChE,F,F:10,10,lemon,7.982,1.3900000000000001
AChE,F,F:10,10,lemon,8.983,1.46
AChE,F,F:10,10,lemon,9.982,1.55
AChE,F,F:10,10,lemon,10.983,1.61
AChE,F,F:10,10,lemon,11.983,1.68
AChE,F,F:10,10,lemon,12.984,1.7400000000000002
AChE,F,F:10,10,lemon,13.985,1.8100000000000003
AChE,F,F:10,10,lemon,14.985,1.86
AChE,F,F:10,10,lemon,15.985,1.94
AChE,F,F:10,10,lemon,16.985,1.98
AChE,F,F:10,10,lemon,17.986,2.04
AChE,F,F:10,10,lemon,18.987,2.0900000000000003
AChE,F,F:11,11,lemon,0.0,0.5900000000000001
AChE,F,F:11,11,lemon,0.98,0.6800000000000002
AChE,F,F:11,11,lemon,1.98,0.7600000000000002
AChE,F,F:11,11,lemon,2.981,0.8499999999999999
AChE,F,F:11,11,lemon,3.982,0.9300000000000002
AChE,F,F:11,11,lemon,4.98,1.01
AChE,F,F:11,11,lemon,5.98,1.0999999999999999
AChE,F,F:11,11,lemon,6.981,1.1700000000000002
AChE,F,F:11,11,lemon,7.982,1.2600000000000002
AChE,F,F:11,11,lemon,8.983,1.3199999999999998
AChE,F,F:11,11,lemon,9.982,1.41
AChE,F,F:11,11,lemon,10.983,1.4800000000000002
AChE,F,F:11,11,lemon,11.983,1.5400000000000003
AChE,F,F:11,11,lemon,12.984,1.6
AChE,F,F:11,11,lemon,13.985,1.6700000000000002
AChE,F,F:11,11,lemon,14.985,1.72
AChE,F,F:11,11,lemon,15.985,1.79
AChE,F,F:11,11,lemon,16.985,1.85
AChE,F,F:11,11,lemon,17.986,1.9100000000000001
AChE,F,F:11,11,lemon,18.987,1.9500000000000002
AChE,F,F:12,12,lemon,0.0,0.7300000000000002
AChE,F,F:12,12,lemon,0.98,0.8300000000000001
AChE,F,F:12,12,lemon,1.98,0.9199999999999999
AChE,F,F:12,12,lemon,2.981,1.0200000000000002
AChE,F,F:12,12,lemon,3.982,1.12
AChE,F,F:12,12,lemon,4.98,1.2100000000000002
AChE,F,F:12,12,lemon,5.98,1.3
AChE,F,F:12,12,lemon,6.981,1.3800000000000001
AChE,F,F:12,12,lemon,7.982,1.48
AChE,F,F:12,12,lemon,8.983,1.54
AChE,F,F:12,12,lemon,9.982,1.64
AChE,F,F:12,12,lemon,10.983,1.7100000000000002
AChE,F,F:12,12,lemon,11.983,1.7700000000000002
AChE,F,F:12,12,lemon,12.984,1.8399999999999999
AChE,F,F:12,12,lemon,13.985,1.91
AChE,F,F:12,12,lemon,14.985,1.9600000000000002
AChE,F,F:12,12,lemon,15.985,2.0300000000000002
AChE,F,F:12,12,lemon,16.985,2.08
AChE,F,F:12,12,lemon,17.986,2.15
AChE,F,F:12,12,lemon,18.987,2.19
AChE,G,G:2,2,malaoxon,0.0,2.9299999999999997
AChE,G,G:2,2,malaoxon,0.98,2.9099999999999993
AChE,G,G:2,2,malaoxon,1.98,3.0
AChE,G,G:2,2,malaoxon,2.981,2.9699999999999998
AChE,G,G:2,2,malaoxon,3.982,2.8899999999999997
AChE,G,G:2,2,malaoxon,4.98,2.9699999999999998
AChE,G,G:2,2,malaoxon,5.98,2.9399999999999995
AChE,G,G:2,2,malaoxon,6.981,2.9799999999999995
AChE,G,G:2,2,malaoxon,7.982,2.9699999999999998
AChE,G,G:2,2,malaoxon,8.983,2.9099999999999993
AChE,G,G:2,2,malaoxon,9.982,2.9899999999999993
AChE,G,G:2,2,malaoxon,10.983,2.9899999999999993
AChE,G,G:2,2,malaoxon,11.983,3.05
AChE,G,G:2,2,malaoxon,12.984,3.02
AChE,G,G:2,2,malaoxon,13.985,3.0100000000000002
AChE,G,G:2,2,malaoxon,14.985,2.93
AChE,G,G:2,2,malaoxon,15.985,3.0100000000000002
AChE,G,G:2,2,malaoxon,16.985,3.0
AChE,G,G:2,2,malaoxon,17.986,2.97
AChE,G,G:2,2,malaoxon,18.987,2.9099999999999997
AChE,G,G:3,3,malaoxon,0.0,2.88
AChE,G,G:3,3,malaoxon,0.98,2.9299999999999997
AChE,G,G:3,3,malaoxon,1.98,2.92
AChE,G,G:3,3,malaoxon,2.981,2.92
AChE,G,G:3,3,malaoxon,3.982,2.9099999999999993
AChE,G,G:3,3,malaoxon,4.98,2.9299999999999997
AChE,G,G:3,3,malaoxon,5.98,2.8499999999999996
AChE,G,G:3,3,malaoxon,6.981,2.9899999999999993
AChE,G,G:3,3,malaoxon,7.982,2.9899999999999993
AChE,G,G:3,3,malaoxon,8.983,2.9099999999999993
AChE,G,G:3,3,malaoxon,9.982,3.01
AChE,G,G:3,3,malaoxon,10.983,2.9899999999999993
AChE,G,G:3,3,malaoxon,11.983,2.9399999999999995
AChE,G,G:3,3,malaoxon,12.984,2.9599999999999995
AChE,G,G:3,3,malaoxon,13.985,2.9099999999999997
AChE,G,G:3,3,malaoxon,14.985,2.94
AChE,G,G:3,3,malaoxon,15.985,2.9899999999999998
AChE,G,G:3,3,malaoxon,16.985,2.92
AChE,G,G:3,3,malaoxon,17.986,2.97
AChE,G,G:3,3,malaoxon,18.987,2.9
AChE,G,G:4,4,malaoxon,0.0,2.88
AChE,G,G:4,4,malaoxon,0.98,2.9299999999999997
AChE,G,G:4,4,malaoxon,1.98,2.96
AChE,G,G:4,4,malaoxon,2.981,2.9299999999999997
AChE,G,G:4,4,malaoxon,3.982,2.92
AChE,G,G:4,4,malaoxon,4.98,2.9699999999999998
AChE,G,G:4,4,malaoxon,5.98,2.8899999999999997
AChE,G,G:4,4,malaoxon,6.981,2.9699999999999998
AChE,G,G:4,4,malaoxon,7.982,3.0199999999999996
AChE,G,G:4,4,malaoxon,8.983,2.8899999999999997
AChE,G,G:4,4,malaoxon,9.982,3.0199999999999996
AChE,G,G:4,4,malaoxon,10.983,3.0299999999999994
AChE,G,G:4,4,malaoxon,11.983,2.9499999999999993
AChE,G,G:4,4,malaoxon,12.984,2.93
AChE,G,G:4,4,malaoxon,13.985,2.9899999999999998
AChE,G,G:4,4,malaoxon,14.985,2.9099999999999997
AChE,G,G:4,4,malaoxon,15.985,3.07
AChE,G,G:4,4,malaoxon,16.985,2.9399999999999995
AChE,G,G:4,4,malaoxon,17.986,2.97
AChE,G,G:4,4,malaoxon,18.987,2.98
AChE,G,G:5,5,malaoxon,0.0,2.92
AChE,G,G:5,5,malaoxon,0.98,2.84
AChE,G,G:5,5,malaoxon,1.98,3.0199999999999996
AChE,G,G:5,5,malaoxon,2.981,2.9299999999999997
AChE,G,G:5,5,malaoxon,3.982,2.9699999999999998
AChE,G,G:5,5,malaoxon,4.98,2.9399999999999995
AChE,G,G:5,5,malaoxon,5.98,2.8599999999999994
AChE,G,G:5,5,malaoxon,6.981,3.0
AChE,G,G:5,5,malaoxon,7.982,2.9799999999999995
AChE,G,G:5,5,malaoxon,8.983,2.9099999999999993
AChE,G,G:5,5,malaoxon,9.982,3.0
AChE,G,G:5,5,malaoxon,10.983,3.0699999999999994
AChE,G,G:5,5,malaoxon,11.983,3.01
AChE,G,G:5,5,malaoxon,12.984,2.97
AChE,G,G:5,5,malaoxon,13.985,2.97
AChE,G,G:5,5,malaoxon,14.985,2.9599999999999995
AChE,G,G:5,5,malaoxon,15.985,3.02
AChE,G,G:5,5,malaoxon,16.985,2.9699999999999998
AChE,G,G:5,5,malaoxon,17.986,2.98
AChE,G,G:5,5,malaoxon,18.987,2.97
AChE,G,G:6,6,malaoxon,0.0,2.8599999999999994
AChE,G,G:6,6,malaoxon,0.98,2.88
AChE,G,G:6,6,malaoxon,1.98,2.8999999999999995
AChE,G,G:6,6,malaoxon,2.981,2.96
AChE,G,G:6,6,malaoxon,3.982,2.9699999999999998
AChE,G,G:6,6,malaoxon,4.98,2.9299999999999997
AChE,G,G:6,6,malaoxon,5.98,2.84
AChE,G,G:6,6,malaoxon,6.981,3.0
AChE,G,G:6,6,malaoxon,7.982,3.01
AChE,G,G:6,6,malaoxon,8.983,2.87
AChE,G,G:6,6,malaoxon,9.982,2.9799999999999995
AChE,G,G:6,6,malaoxon,10.983,2.9499999999999993
AChE,G,G:6,6,malaoxon,11.983,2.9499999999999993
AChE,G,G:6,6,malaoxon,12.984,3.02
AChE,G,G:6,6,malaoxon,13.985,3.02
AChE,G,G:6,6,malaoxon,14.985,2.9499999999999997
AChE,G,G:6,6,malaoxon,15.985,3.0100000000000002
AChE,G,G:6,6,malaoxon,16.985,2.9499999999999993
AChE,G,G:6,6,malaoxon,17.986,2.9499999999999997
AChE,G,G:6,6,malaoxon,18.987,2.9599999999999995
AChE,G,G:7,7,malaoxon,0.0,2.8199999999999994
AChE,G,G:7,7,malaoxon,0.98,2.8899999999999997
AChE,G,G:7,7,malaoxon,1.98,2.92
AChE,G,G:7,7,malaoxon,2.981,2.96
AChE,G,G:7,7,malaoxon,3.982,2.9699999999999998
AChE,G,G:7,7,malaoxon,4.98,2.9399999999999995
AChE,G,G:7,7,malaoxon,5.98,2.8499999999999996
AChE,G,G:7,7,malaoxon,6.981,3.04
AChE,G,G:7,7,malaoxon,7.982,2.9899999999999993
AChE,G,G:7,7,malaoxon,8.983,2.9499999999999993
AChE,G,G:7,7,malaoxon,9.982,3.0299999999999994
AChE,G,G:7,7,malaoxon,10.983,3.0199999999999996
AChE,G,G:7,7,malaoxon,11.983,2.9799999999999995
AChE,G,G:7,7,malaoxon,12.984,3.0100000000000002
AChE,G,G:7,7,malaoxon,13.985,2.9
AChE,G,G:7,7,malaoxon,14.985,2.94
AChE,G,G:7,7,malaoxon,15.985,3.0500000000000003
AChE,G,G:7,7,malaoxon,16.985,2.9699999999999998
AChE,G,G:7,7,malaoxon,17.986,2.9199999999999995
AChE,G,G:7,7,malaoxon,18.987,2.9599999999999995
AChE,G,G:8,8,malaoxon,0.0,2.88
AChE,G,G:8,8,malaoxon,0.98,2.9099999999999993
AChE,G,G:8,8,malaoxon,1.98,2.9699999999999998
AChE,G,G:8,8,malaoxon,2.981,2.92
AChE,G,G:8,8,malaoxon,3.982,2.96
AChE,G,G:8,8,malaoxon,4.98,2.96
AChE,G,G:8,8,malaoxon,5.98,2.9099999999999993
AChE,G,G:8,8,malaoxon,6.981,3.0
AChE,G,G:8,8,malaoxon,7.982,2.96
AChE,G,G:8,8,malaoxon,8.983,2.9099999999999993
AChE,G,G:8,8,malaoxon,9.982,3.0199999999999996
AChE,G,G:8,8,malaoxon,10.983,3.08
AChE,G,G:8,8,malaoxon,11.983,3.0
AChE,G,G:8,8,malaoxon,12.984,2.89
AChE,G,G:8,8,malaoxon,13.985,2.98
AChE,G,G:8,8,malaoxon,14.985,2.97
AChE,G,G:8,8,malaoxon,15.985,3.0399999999999996
AChE,G,G:8,8,malaoxon,16.985,2.9699999999999998
AChE,G,G:8,8,malaoxon,17.986,2.9499999999999997
AChE,G,G:8,8,malaoxon,18.987,2.93
AChE,G,G:9,9,malaoxon,0.0,2.8999999999999995
AChE,G,G:9,9,malaoxon,0.98,2.8899999999999997
AChE,G,G:9,9,malaoxon,1.98,2.88
AChE,G,G:9,9,malaoxon,2.981,2.8999999999999995
AChE,G,G:9,9,malaoxon,3.982,2.9299999999999997
AChE,G,G:9,9,malaoxon,4.98,2.92
AChE,G,G:9,9,malaoxon,5.98,2.8199999999999994
AChE,G,G:9,9,malaoxon,6.981,2.9499999999999993
AChE,G,G:9,9,malaoxon,7.982,2.9699999999999998
AChE,G,G:9,9,malaoxon,8.983,2.9099999999999993
AChE,G,G:9,9,malaoxon,9.982,2.92
AChE,G,G:9,9,malaoxon,10.983,2.96
AChE,G,G:9,9,malaoxon,11.983,2.9899999999999993
AChE,G,G:9,9,malaoxon,12.984,2.94
AChE,G,G:9,9,malaoxon,13.985,2.93
AChE,G,G:9,9,malaoxon,14.985,2.9099999999999997
AChE,G,G:9,9,malaoxon,15.985,2.98
AChE,G,G:9,9,malaoxon,16.985,2.9499999999999993
AChE,G,G:9,9,malaoxon,17.986,2.93
AChE,G,G:9,9,malaoxon,18.987,2.9499999999999997
AChE,G,G:10,10,malaoxon,0.0,2.84
AChE,G,G:10,10,malaoxon,0.98,2.88
AChE,G,G:10,10,malaoxon,1.98,2.9499999999999993
AChE,G,G:10,10,malaoxon,2.981,2.9299999999999997
AChE,G,G:10,10,malaoxon,3.982,2.9299999999999997
AChE,G,G:10,10,malaoxon,4.98,3.0199999999999996
AChE,G,G:10,10,malaoxon,5.98,2.9399999999999995
AChE,G,G:10,10,malaoxon,6.981,2.9399999999999995
AChE,G,G:10,10,malaoxon,7.982,2.9899999999999993
AChE,G,G:10,10,malaoxon,8.983,2.9299999999999997
AChE,G,G:10,10,malaoxon,9.982,3.09
AChE,G,G:10,10,malaoxon,10.983,3.04
AChE,G,G:10,10,malaoxon,11.983,3.01
AChE,G,G:10,10,malaoxon,12.984,3.0399999999999996
AChE,G,G:10,10,malaoxon,13.985,2.97
AChE,G,G:10,10,malaoxon,14.985,2.93
AChE,G,G:10,10,malaoxon,15.985,3.0900000000000003
AChE,G,G:10,10,malaoxon,16.985,3.0199999999999996
AChE,G,G:10,10,malaoxon,17.986,2.98
AChE,G,G:10,10,malaoxon,18.987,2.9999999999999996
AChE,G,G:11,11,malaoxon,0.0,2.87
AChE,G,G:11,11,malaoxon,0.98,2.8999999999999995
AChE,G,G:11,11,malaoxon,1.98,2.9499999999999993
AChE,G,G:11,11,malaoxon,2.981,2.92
AChE,G,G:11,11,malaoxon,3.982,2.9799999999999995
AChE,G,G:11,11,malaoxon,4.98,3.0
AChE,G,G:11,11,malaoxon,5.98,2.92
AChE,G,G:11,11,malaoxon,6.981,3.08
AChE,G,G:11,11,malaoxon,7.982,2.9799999999999995
AChE,G,G:11,11,malaoxon,8.983,2.9499999999999993
AChE,G,G:11,11,malaoxon,9.982,3.0299999999999994
AChE,G,G:11,11,malaoxon,10.983,3.0299999999999994
AChE,G,G:11,11,malaoxon,11.983,2.9399999999999995
AChE,G,G:11,11,malaoxon,12.984,3.06
AChE,G,G:11,11,malaoxon,13.985,2.94
AChE,G,G:11,11,malaoxon,14.985,2.94
AChE,G,G:11,11,malaoxon,15.985,3.1
AChE,G,G:11,11,malaoxon,16.985,2.9899999999999993
AChE,G,G:11,11,malaoxon,17.986,2.9999999999999996
AChE,G,G:11,11,malaoxon,18.987,3.02
AChE,G,G:12,12,malaoxon,0.0,2.8
AChE,G,G:12,12,malaoxon,0.98,2.9099999999999993
AChE,G,G:12,12,malaoxon,1.98,2.9899999999999993
AChE,G,G:12,12,malaoxon,2.981,2.88
AChE,G,G:12,12,malaoxon,3.982,2.8899999999999997
AChE,G,G:12,12,malaoxon,4.98,2.9899999999999993
AChE,G,G:12,12,malaoxon,5.98,2.9399999999999995
AChE,G,G:12,12,malaoxon,6.981,2.9399999999999995
AChE,G,G:12,12,malaoxon,7.982,3.0299999999999994
AChE,G,G:12,12,malaoxon,8.983,2.96
AChE,G,G:12,12,malaoxon,9.982,3.04
AChE,G,G:12,12,malaoxon,10.983,3.0299999999999994
AChE,G,G:12,12,malaoxon,11.983,3.0199999999999996
AChE,G,G:12,12,malaoxon,12.984,2.9999999999999996
AChE,G,G:12,12,malaoxon,13.985,3.0100000000000002
AChE,G,G:12,12,malaoxon,14.985,2.9099999999999997
AChE,G,G:12,12,malaoxon,15.985,3.03
AChE,G,G:12,12,malaoxon,16.985,3.05
AChE,G,G:12,12,malaoxon,17.986,2.9899999999999998
AChE,G,G:12,12,malaoxon,18.987,2.9
AChE,H,H:2,2,methanol,0.0,2.9099999999999997
